Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
REPIPING DUPLEX,Closed-Voided,0,Paper Submittal,,-81.89148223002962,26.598820543175016,2023-04-01,-81.891637240552,26.598648898446,25.746026221031414,31568
"Emergency reconstruction of damage caused by hurricane Ian.Interior only like for like drywall, electric, plumbing, HVAC",Closed-CC Issued,0,ePlan,,-81.95940173278149,26.49938046983921,2022-11-01,-81.959175167936,26.499333963412,25.747061510039725,35922
"ac change out, like for like, no duct work, 4 ton, 14 seer, 8 kw",Closed-CC Issued,0,ePlan,,-81.90332822050249,26.50019454537079,2022-09-01,-81.903101961627,26.500146379458,25.751526871917736,13373
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.90332822050249,26.50019454537079,2022-11-01,-81.903101961627,26.500146379458,25.751526871917736,13373
FULL REROOF SHINGLE TO SHINGLE,Permit Expired,0,ePlan,,-81.93063210969883,26.52574899511132,2022-12-01,-81.930400754872,26.525747151475,25.755237050400325,15992
Tear off and re-roof,Closed-CC Issued,0,ePlan,,-81.90188418599246,26.56839131558548,2023-08-01,-81.901836658672,26.568617831642,25.764837857521076,24818
Re-roof 34 squares SHINGLE TO METAL,Closed-CC Issued,0,ePlan,,-81.90701908762378,26.56819715920261,2023-03-01,-81.907149634883,26.568388350633,25.77166190754257,25812
HVAC change out 3 ton,Closed-CC Issued,0,ePlan,,-81.90701908762378,26.56819715920261,2023-06-01,-81.907149634883,26.568388350633,25.77166190754257,25812
HVAC change out 4 ton,Closed-CC Issued,0,ePlan,,-81.90701908762378,26.56819715920261,2023-08-01,-81.907149634883,26.568388350633,25.77166190754257,25812
"5V Metal off, Standing Seam on + Flat Reroof",Closed-CC Issued,0,ePlan,,-81.87566397798481,26.51798579466265,2022-07-01,-81.875617481446,26.518212590827,25.772065414745914,13758
"Install 3.5 ton replacement system, like for like",Permit Expired,0,ePlan,,-81.87566397798481,26.51798579466265,2022-12-01,-81.875617481446,26.518212590827,25.772065414745914,13758
Size for size impact doors.,Closed-CC Issued,0,ePlan,,-81.87566397798481,26.51798579466265,2023-04-01,-81.875617481446,26.518212590827,25.772065414745914,13758
RV placement for temporary housing due to hurricane Ian,Permit Issued,0,Paper Submittal,,-81.93053157964829,26.536622038269385,2022-11-01,-81.930757750612,26.53667159332,25.774608812417764,15825
Hurricane Ian - Replace Riser/Meter Can - No other work required,Closed-CC Issued,0,ePlan,,-81.8972813512144,26.588663279463287,2022-10-01,-81.897219390747,26.58888639042,25.776673875675066,30071
Install 240 volt 60 amp circuit for Tesla Charger,Closed-CC Issued,0,ePlan,,-81.88978417843619,26.565677780853296,2022-09-01,-81.889950151328,26.565516253854,25.78157076269854,22467
SHINGLE REROOF OF A SINGLE FAMILY HOME,Closed-CC Issued,0,ePlan,,-81.96440313702905,26.51519182421594,2022-11-01,-81.964617925769,26.515278488093,25.783218909034456,36712
"Install pool, spa, and paver deck",Closed-CC Issued,0,ePlan,,-81.90243209579349,26.527020199034325,2022-09-01,-81.902236708351,26.527144639536,25.787270464805783,16995
"Remove existing shingle roof, Install new GAF shingle roof.",Closed-CC Issued,0,ePlan,,-81.90519217863896,26.5606737418675,2022-10-01,-81.904993396868,26.560792700368,25.788141732659202,21800
"Demolition of approx. 200' x 6' LF of wooden fence and installation of approx.. 200' x 6' of white PVC, privacy fence with two 5'wide single gates.",Closed-CC Issued,1,ePlan,,-81.90519217863896,26.5606737418675,2022-12-01,-81.904993396868,26.560792700368,25.788141732659202,21800
6ft vinyl fence for pool enclosure,Waiting on Applicant,0,ePlan,,-81.90519217863896,26.5606737418675,2022-12-01,-81.904993396868,26.560792700368,25.788141732659202,21800
Remove storm damaged mobile home,Closed-CC Issued,0,ePlan,,-81.97874203162019,26.496125390376008,2023-01-01,-81.97867685507,26.496347740479,25.793483227713626,35280
Install meter main and ground,Closed-CC Issued,0,ePlan,,-81.97874203162019,26.496125390376008,2023-01-01,-81.97867685507,26.496347740479,25.793483227713626,35280
Construction of 14x28 concrete pool and heat pump system.,Closed-CC Issued,0,ePlan,,-81.94780656249101,26.518327440759965,2022-08-01,-81.947575075988,26.518316976643,25.795392371912744,15228
Install 200 amp panel w/ grounding update.  Also Replace 2'' weather head,Closed-CC Issued,0,ePlan,,-81.94780656249101,26.518327440759965,2022-10-01,-81.947575075988,26.518316976643,25.795392371912744,15228
Re-Roof - Tear off Shingle and Replace Shingles,Closed-CC Issued,0,ePlan,,-81.94780656249101,26.518327440759965,2022-10-01,-81.947575075988,26.518316976643,25.795392371912744,15228
Shingle Reroof,Closed-CC Issued,0,ePlan,,-81.91131358083801,26.54830128452624,2022-08-01,-81.911529890995,26.548384406038,25.796298131809767,18612
METAL RE ROOF (5-V),Closed-CC Issued,0,ePlan,,-81.95987855669658,26.50633765814426,2022-12-01,-81.959877440329,26.506569389653,25.796650896288686,35755
TEAR OFF EXISTING ROOF INSTALL NEW  2PLY SYNTHETIC FELT INSTALL NEW TAMKO SHINGLES,Closed-CC Issued,0,ePlan,,-81.92199673193514,26.532315308069773,2023-01-01,-81.922226097188,26.532348563396,25.799916665254376,15726
Remove and Replace Shingles,Closed-CC Issued,0,ePlan,,-81.93008044120174,26.526998416140103,2022-12-01,-81.93028918222,26.526897516591,25.80932814841934,16020
INSTALL 220' OF RETAINING WALL ~ GLEASON,Closed-CC Issued,1,ePlan,,-81.97516713915743,26.51461677636758,2023-05-01,-81.975035560587,26.514425872677,25.810194205015044,6779
Shingle + flat reroof,Closed-CC Issued,0,ePlan,,-81.90843353689651,26.56617676555324,2023-06-01,-81.908596936069,26.566341270357,25.81114981964016,21754
Demo of the following unit numbers on Dogwood Way:423541433139364034322930,Closed-CC Issued,0,ePlan,,-81.9649971633894,26.504059345274808,2023-03-01,-81.964766847564,26.504032572089,25.811404966805146,36157
Replace existing interior pressure waterlines PEX and CVPC,Closed-CC Issued,0,ePlan,,-81.97832213903878,26.509975866703527,2022-09-01,-81.978213741318,26.510180856947,25.813537228619264,37417
Tile to Metal Re-Roof (FL29523.02-R1)(FL9777-R16),Closed-CC Issued,0,ePlan,,-81.97832213903878,26.509975866703527,2022-10-01,-81.978213741318,26.510180856947,25.813537228619264,37417
Replace Split System: Master Bedroom,Closed-CC Issued,0,ePlan,,-81.97832213903878,26.509975866703527,2023-06-01,-81.978213741318,26.510180856947,25.813537228619264,37417
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.97620020352304,26.501548182495032,2022-11-01,-81.976424640231,26.501489851484,25.814323787206366,8643
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.97620020352304,26.501548182495032,2022-11-01,-81.976424640231,26.501489851484,25.814323787206366,8643
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.97620020352304,26.501548182495032,2022-11-01,-81.976424640231,26.501489851484,25.814323787206366,8643
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.97620020352304,26.501548182495032,2022-11-01,-81.976424640231,26.501489851484,25.814323787206366,8643
Replace existing a/c system.,Closed-Withdrawn,0,ePlan,,-81.97620020352304,26.501548182495032,2023-02-01,-81.976424640231,26.501489851484,25.814323787206366,8643
6' WOOD,Closed-CC Issued,0,ePlan,,-81.9068264474433,26.53102317073731,2023-08-01,-81.906937841849,26.530819740359,25.818713393439864,16335
New Screen Enclosure in Same Footprint,Closed-CO Issued,0,ePlan,,-81.96496950534616,26.496851199601743,2022-08-01,-81.965178322285,26.496952141142,25.818971627312116,35971
SOLAR POOL HEAT,Closed-CC Issued,0,ePlan,,-81.96496950534616,26.496851199601743,2023-02-01,-81.965178322285,26.496952141142,25.818971627312116,35971
Shingle to Shingle Reroof,Closed-CC Issued,0,ePlan,,-81.88998144677909,26.578137128341112,2023-02-01,-81.890182945382,26.57825210936,25.825837344164132,25127
Install 1 impact window size for size,Closed-CC Issued,0,ePlan,,-81.88998144677909,26.578137128341112,2023-03-01,-81.890182945382,26.57825210936,25.825837344164132,25127
Install solar pool heat with existing controller,Closed-CC Issued,0,ePlan,,-81.88998144677909,26.578137128341112,2023-03-01,-81.890182945382,26.57825210936,25.825837344164132,25127
(SPLIT SYSTEM) A/C Changeout,Closed-CC Issued,0,ePlan,,-81.95070215958972,26.50709583234868,2022-10-01,-81.950584648499,26.507295872617,25.826471609973193,12373
"repaired weather head due to Hurricane Ian; wife on oxygen, needs inspection and power turned on",Closed-CC Issued,0,ePlan,,-81.8992508577814,26.571142862548733,2022-10-01,-81.899019788561,26.571121728325,25.829991985114347,25542
pool enclosure hurricane replacement,Closed-Withdrawn,0,ePlan,,-81.9139068926498,26.534610710005943,2023-02-01,-81.91373164485,26.534762799708,25.830814464678156,10063
Remove the existing unit and install a new A/C split system.,Closed-CC Issued,0,ePlan,,-81.90962422409353,26.49997967459046,2023-08-01,-81.909454367143,26.499821578852,25.831432691329166,13521
REMOVE EXISTING ROOF AND REPLACE WITH NEW. INCLUDES 5 SQ FLAT ROOF WITH MODIFIED BITUMEN,Closed-CC Issued,0,ePlan,,-81.90272802844078,26.52852961722594,2022-10-01,-81.902524829125,26.528641692343,25.8326674016428,17164
RE-ROOFING CONCRETE TILE TO CONCRETE TILE,Permit Expired,0,ePlan,,-81.90853407814025,26.51519547563575,2023-01-01,-81.908495174429,26.514966698268,25.833096484021947,7037
replaicng 1 entry door,Closed-CC Issued,0,ePlan,,-81.88974613527714,26.500357575486028,2023-02-01,-81.889955916362,26.500258352249,25.833281549350595,7765
Tile re-roof,Closed-CC Issued,1,ePlan,,-81.88974613527714,26.500357575486028,2023-05-01,-81.889955916362,26.500258352249,25.833281549350595,7765
"Installing 3 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.88974613527714,26.500357575486028,2023-06-01,-81.889955916362,26.500258352249,25.833281549350595,7765
Tear off shingles and reroof with shingles,Closed-CC Issued,0,ePlan,,-81.8945191948857,26.56891695349647,2022-10-01,-81.894287338638,26.568906821931,25.834867831012442,24982
SIZE FOR SIZE IMPACT WINDOWS TO BE INSTALLED,Closed-CC Issued,0,ePlan,,-81.89453393300629,26.56965964487312,2022-07-01,-81.894301957974,26.569652409159,25.836019713409705,25004
replacing 13 size for size windows**R01** Updated new floor plan,Closed-CC Issued,1,ePlan,,-81.89453393300629,26.56965964487312,2023-02-01,-81.894301957974,26.569652409159,25.836019713409705,25004
Revise permit to reflect new floor plan,Closed-Revision Approved,1,ePlan,,-81.89453393300629,26.56965964487312,2023-08-01,-81.894301957974,26.569652409159,25.836019713409705,25004
"Remove and Replace 125A breaker for meter gear, like for like",Closed-CC Issued,0,ePlan,,-81.88855431333431,26.54407841800575,2023-06-01,-81.888750422551,26.544202587584,25.83893048879669,17574
Shingle + Flat reroof,Closed-CC Issued,0,ePlan,,-81.8970782120112,26.586080633246,2022-09-01,-81.89696200443,26.585879697353,25.83953620408107,29743
INSTALL GENERATOR AND TRANSFER SWITCH.,Closed-CC Issued,0,ePlan,,-81.90468299660084,26.52987671056811,2023-04-01,-81.904452980885,26.529908058311,25.842048004675288,16260
Remove and replace roof system,Closed-CC Issued,0,ePlan,,-81.88777171633579,26.536654234695515,2022-12-01,-81.887979802778,26.536551289136,25.84392894171279,17077
RE ROOF TILE TO TILE NOA'S 20-1008.03 & 21-0420.05,Closed-CC Issued,0,ePlan,,-81.9506488211832,26.520068251992463,2023-07-01,-81.950818627961,26.520226570718,25.84426578446553,14809
Reroof Tile Off/Tile On (35.7sq),Closed-CC Issued,0,ePlan,,-81.89784242191597,26.49316294704155,2023-07-01,-81.898038024046,26.493288037719,25.846353943349467,5041
Residential Reroof,Closed-CC Issued,0,ePlan,,-81.9015962009399,26.525847174455578,2023-03-01,-81.901695432549,26.52605716138,25.854395491443267,16910
REPLACING SPLIT AC SYSTEM,Closed-CC Issued,0,ePlan,,-81.9015962009399,26.525847174455578,2023-07-01,-81.901695432549,26.52605716138,25.854395491443267,16910
"Re-roof, flat",Closed-CC Issued,0,ePlan,,-81.87554378771927,26.576123745885283,2023-01-01,-81.87535137318,26.576253853797,25.856792610528412,24716
REMOVE EXISTING SHINGLE AND REROOF SHINGLE,Closed-CC Issued,0,ePlan,,-81.93101935926146,26.516843473975385,2023-02-01,-81.93091976895,26.516633624387,25.857668747773637,6948
Remove Existing Tile Roofing / Replace with Tile Roofing. Direct to deck underlayment,Closed-CC Issued,0,ePlan,,-81.9001080437928,26.506093631269923,2022-09-01,-81.899983094437,26.506289459922,25.859135819020192,3792
Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.89979729844222,26.50042945280332,2022-12-01,-81.899580760334,26.500513574641,25.86010223777862,10543
Reroof,Closed-Voided,0,ePlan,,-81.89979729844222,26.50042945280332,2022-12-01,-81.899580760334,26.500513574641,25.86010223777862,10543
Screen Enclosure,Closed-CO Issued,0,ePlan,,-81.89979729844222,26.50042945280332,2023-02-01,-81.899580760334,26.500513574641,25.86010223777862,10543
Reroof Residence about 35SQ Titan XT Architectural Shingle Roof System,Closed-CC Issued,0,ePlan,,-81.89452410726459,26.5691645170822,2022-12-01,-81.894292820889,26.569186417142,25.86196248535089,24983
Residential roof top Solar PV installation *Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,1,ePlan,,-81.89452410726459,26.5691645170822,2023-02-01,-81.894292820889,26.569186417142,25.86196248535089,24983
Layout change and electrtical work,Closed-Revision Approved,1,ePlan,,-81.89452410726459,26.5691645170822,2023-06-01,-81.894292820889,26.569186417142,25.86196248535089,24983
Remove existing tile roof and replace with new tile roof,Closed-CC Issued,0,ePlan,,-81.89650510532333,26.506931115919127,2023-01-01,-81.896567272581,26.507154975087,25.86308725693367,9017
Replacement Pool Cage Like and kind,Closed-CC Issued,0,ePlan,,-81.89650510532333,26.506931115919127,2023-07-01,-81.896567272581,26.507154975087,25.86308725693367,9017
Replace existing windows and SGD (size by size),Closed-CC Issued,0,ePlan,,-81.94918317631098,26.50393966183841,2023-03-01,-81.948956163692,26.50389013974,25.865356488364494,5719
RE-ROOF*Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.94918317631098,26.50393966183841,2023-03-01,-81.948956163692,26.50389013974,25.865356488364494,5719
change out AC,Closed-CC Issued,0,ePlan,,-81.94918317631098,26.50393966183841,2023-05-01,-81.948956163692,26.50389013974,25.865356488364494,5719
"INSTALL 500 GALLON UNDERGROUND LP TANK, 40' OF 3/4"" U/G GAS LINE TO GENERATOR, 30' OF 3/4"" GALVANIZED PIPE ATTACHED TO WALL FOR GRILL",Closed-CC Issued,0,ePlan,,-81.94918317631098,26.50393966183841,2023-05-01,-81.948956163692,26.50389013974,25.865356488364494,5719
Electrical installation of transfer switch,Closed-CC Issued,0,ePlan,,-81.94918317631098,26.50393966183841,2023-06-01,-81.948956163692,26.50389013974,25.865356488364494,5719
Replacement Pool Enclosure Over Existing Deck.-Hurricane IAN.,Closed-CO Issued,0,ePlan,,-81.89221421006884,26.57718469749944,2022-12-01,-81.892444165276,26.577151221889,25.868433670098817,25280
SOLAR POOL HEAT,Closed-CC Issued,0,ePlan,,-81.91698651313759,26.51632795983384,2022-08-01,-81.917096934298,26.51612348706,25.868896929987688,7578
Full Shingle Roof Replacement,Closed-CC Issued,0,ePlan,,-81.89410868517929,26.58183738427717,2023-02-01,-81.894304882106,26.581712824772,25.87041937477718,25457
Replace existing non rated sliding glass door with impact hurricane resistant sliding glass door.,Closed-CC Issued,0,ePlan,,-81.951540537864,26.50813784877661,2022-08-01,-81.951315463268,26.508195752213,25.871156398354692,12369
"Hurricane Ian build-back. 30"" of water intrusion. Drywall, cabinets, flooring, showers, baseboard, doors, finishes.",Closed-CC Issued,0,ePlan,,-81.951540537864,26.50813784877661,2023-01-01,-81.951315463268,26.508195752213,25.871156398354692,12369
"Hurricane Ian build-back. 30"" of water intrusion. Drywall, cabinets, flooring, showers, baseboard, doors, finishes.",Closed-CC Issued,0,ePlan,,-81.951540537864,26.50813784877661,2023-01-01,-81.951315463268,26.508195752213,25.871156398354692,12369
"Hurricane Ian build-back. 30"" of water intrusion. Drywall, cabinets, flooring, showers, baseboard, doors, finishes.",Permit Expired,0,ePlan,,-81.951540537864,26.50813784877661,2023-01-01,-81.951315463268,26.508195752213,25.871156398354692,12369
Remove & Replace 3 Windows Size for Size,Closed-CC Issued,0,ePlan,,-81.951540537864,26.50813784877661,2023-01-01,-81.951315463268,26.508195752213,25.871156398354692,12369
"Hurricane Ian build-back. 30"" of water intrusion. Drywall, cabinets, flooring, showers, baseboard, doors, finishes",Closed-CC Issued,0,ePlan,,-81.951540537864,26.50813784877661,2023-04-01,-81.951315463268,26.508195752213,25.871156398354692,12369
"On Building: 16340 DUBLIN CIR, FORT MYERS, FL 33908Apply silicone over foam roofing system and replace shingle with metal roof on edges.",Closed-CC Issued,0,ePlan,,-81.951540537864,26.50813784877661,2023-05-01,-81.951315463268,26.508195752213,25.871156398354692,12369
"like for like ac changeout split system 2 ton, 14 seer, 5 kw",Closed-CC Issued,0,ePlan,,-81.90308811479915,26.56354942993569,2022-08-01,-81.902858542382,26.563585780428,25.874382534648056,22753
"remove existing roof material, replace with architectural shingles. flat deck",Closed-CC Issued,0,ePlan,,-81.90061816466209,26.5270515427986,2022-12-01,-81.900398672376,26.52697506982,25.87441297261008,16969
42LF OF 6' VINYL PRIVACY FENCE WITH NO GATE 75LF OF 5' HIGH VINYL COATED CHAINLINK FENCE WITH 1 GATE,Closed-CC Issued,0,ePlan,,-81.88719270042381,26.58144722023872,2022-10-01,-81.887202785779,26.581214992077,25.87600618792224,24106
REPLACE AC SYSTEM,Closed-CC Issued,0,ePlan,,-81.89679572354773,26.51271710877737,2022-08-01,-81.896647935506,26.512896547391,25.877894884984325,3812
6' vinyl fence with gates; 6' wood with no gates,Closed-CC Issued,0,Paper Submittal,,-81.87562485702145,26.572033890593584,2023-02-01,-81.875394929521,26.572068337374,25.88117847999205,24737
REROOF,Closed-Withdrawn,0,Paper Submittal,,-81.87562485702145,26.572033890593584,2023-03-01,-81.875394929521,26.572068337374,25.88117847999205,24737
Remove existing roof and install new shingle roof,Closed-CC Issued,0,ePlan,,-81.87562485702145,26.572033890593584,2023-05-01,-81.875394929521,26.572068337374,25.88117847999205,24737
INSTALL A 500 sq.ft BOAT HOUSE ROOF ON EXISTING I-BEAM.,Closed-CC Issued,0,ePlan,,-81.91659282335598,26.54689061457369,2022-08-01,-81.916705075867,26.546686967553,25.8858462362617,18944
Replace disconnects and grounding rods.,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2022-09-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Re-Roof Flat Roof Measuring 700 Sq/Ft,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-02-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Re-Roof Flat Roof Measuring 700 Sq/Ft,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-02-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Re-Roof Flat Roof Measuring 700 Sq/Ft,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-02-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Re-Roof Flat Roof Measuring 700 Sq/Ft,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-02-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Disconnecting old equipment and resetting stand,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-03-01,-81.880584625875,26.567127319808,25.886111360961507,23642
"Disconnecting old equipment, resetting stand and reconnecting existing equipment",Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-03-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Disconnecting old equipment and resetting stand,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-03-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Like for like change-out,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-03-01,-81.880584625875,26.567127319808,25.886111360961507,23642
Remove wood shake down to decking. Replace any damaged decking. Install self adhered underlayment and Roser Metal Panels to mfr's specifications.*Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.88051583170694,26.567349448611505,2023-05-01,-81.880584625875,26.567127319808,25.886111360961507,23642
REMOVE TILE ROOF AND REPLACE TILE DUE TO HURRICANE IRMA,Closed-CC Issued,0,ePlan,,-81.88393569893334,26.525267635965097,2022-09-01,-81.883780725487,26.525441041718,25.889098700390708,3598
1- ROLLDOWN SHUTTER- WITH ELECTRICAL,Closed-Withdrawn,0,ePlan,,-81.88393569893334,26.525267635965097,2023-03-01,-81.883780725487,26.525441041718,25.889098700390708,3598
replace windows size for size with impact products,Closed-CC Issued,0,ePlan,,-81.88393569893334,26.525267635965097,2023-04-01,-81.883780725487,26.525441041718,25.889098700390708,3598
1- ROLLDOWN SHUTTER WITH ELECRTICAL,Closed-CC Issued,0,ePlan,,-81.88393569893334,26.525267635965097,2023-07-01,-81.883780725487,26.525441041718,25.889098700390708,3598
"Install 3 impact windows sz/sz, 3 impact sliding glass doors sz/sz, and 1 impact door sz/sz",Closed-CC Issued,0,ePlan,,-81.90009067042477,26.530811700137367,2023-02-01,-81.900231727571,26.53099664982,25.893209940756954,17232
Re-Roof,Closed-CC Issued,0,ePlan,,-81.96579581303045,26.514654035107817,2023-01-01,-81.965598337284,26.51453108422,25.895623733420887,36850
Remove concrete tile and install 2-ply polyglass and concrete tile.*Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.91436939559233,26.54946916016765,2023-03-01,-81.914522589315,26.549644233432,25.89690937758036,18821
Remove concrete tile and install 2 - ply polyglass and concrete tile,Closed-Voided,0,ePlan,,-81.91436939559233,26.54946916016765,2023-03-01,-81.914522589315,26.549644233432,25.89690937758036,18821
Pool Enclosure,Closed-CO Issued,0,ePlan,,-81.8939610618302,26.56970389099795,2023-03-01,-81.894172940808,26.569607819229,25.89775190784681,24988
Provide and install 7 accordion hurricane shutters and 3 single wall manual pull down shutters.,Closed-CC Issued,0,ePlan,,-81.89810128360826,26.49172100502669,2023-04-01,-81.897997879638,26.491929432558,25.900606221180798,5025
Roof replacement Shingle to Shingle,Closed-CC Issued,0,ePlan,,-81.89866755685333,26.57112141832472,2023-07-01,-81.898894824886,26.571171293383,25.901530388456152,25642
Demolition of home due to hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.97877042799607,26.495896068349698,2022-11-01,-81.978673705695,26.495684436063,25.902761888745257,35273
11.60 Kw pv Solar panel installation roof mounted,Closed-Withdrawn,0,ePlan,,-81.88854393254805,26.5403247521532,2022-10-01,-81.888653859967,26.540119558527,25.913531859790375,17937
reroofing of home due to damage from Hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.88854393254805,26.5403247521532,2023-02-01,-81.888653859967,26.540119558527,25.913531859790375,17937
REPLACE SIZE FOR SIZE 1 (ONE) DOOR,Permit Expired,0,ePlan,,-81.88420906701795,26.59052582498252,2022-07-01,-81.884430986003,26.590455530429,25.913746697585154,30825
WHOLE HOME POTABLE REPIPE,Closed-CC Issued,0,ePlan,,-81.88420906701795,26.59052582498252,2022-07-01,-81.884430986003,26.590455530429,25.913746697585154,30825
Reroof. Tear off existing & replace with new Metal.,Closed-CC Issued,0,ePlan,,-81.88420906701795,26.59052582498252,2023-04-01,-81.884430986003,26.590455530429,25.913746697585154,30825
HURRICANE RELATED:  Remove shingles and install new shingles,Closed-CC Issued,0,ePlan,,-81.92199831339647,26.53258082939819,2022-10-01,-81.92223107462,26.532585489474,25.916171885511652,15725
Replace hot and cold distribution lines,Closed-CC Issued,0,ePlan,,-81.88961141540331,26.565200214175693,2023-03-01,-81.889773174114,26.565032605957,25.930248030058145,22465
AC Changeout,Closed-CC Issued,0,ePlan,,-81.89821438935772,26.49960754822869,2023-07-01,-81.898416780524,26.499722926213,25.934039434067476,4747
Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.97720281580584,26.50719233191816,2022-11-01,-81.977037055806,26.507028624285,25.9345897128231,35117
Tile to Tile RE-ROOF,Closed-CC Issued,0,ePlan,,-81.95024106349643,26.50614681267821,2023-03-01,-81.95018510148,26.506373005488,25.93897761531312,5734
Replace existing meter combo like for like,Closed-CC Issued,0,ePlan,,-81.95024106349643,26.50614681267821,2023-06-01,-81.95018510148,26.506373005488,25.93897761531312,5734
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES,Closed-CC Issued,0,ePlan,,-81.89396815692326,26.52342969378509,2022-11-01,-81.893974694202,26.523662689145,25.947250614842545,6850
Replacement screen enclosure same footprint,Closed-CO Issued,0,ePlan,,-81.89396815692326,26.52342969378509,2022-12-01,-81.893974694202,26.523662689145,25.947250614842545,6850
1X Electric Roll-Down,Closed-CC Issued,0,ePlan,,-81.89396815692326,26.52342969378509,2023-01-01,-81.893974694202,26.523662689145,25.947250614842545,6850
"PROVIDE & INSTALL A NEW 1.5 TON, 21 SEER LG MINI SPLIT SYSTEM IN THE GARAGE TO COOL/HEAT THE GARAGE.  NOT A CHANGE OUT.",Closed-CC Issued,0,ePlan,,-81.8928638962722,26.518339325216456,2023-09-01,-81.892797260268,26.518115945366,25.949481076962662,1885
Replace outdated 3g cellular communicator with new 4g cellular communicator.,Closed-CC Issued,0,ePlan,,-81.9213141893773,26.53444401009404,2022-07-01,-81.921515607463,26.534561366832,25.950181761102783,3583
"AC Change Out, Like for Like",Closed-CC Issued,0,ePlan,,-81.9213141893773,26.53444401009404,2022-11-01,-81.921515607463,26.534561366832,25.950181761102783,3583
Wireless monitoring change without any new equipment. Taking over existing GSM.,Closed-CC Issued,0,ePlan,,-81.9213141893773,26.53444401009404,2023-03-01,-81.921515607463,26.534561366832,25.950181761102783,3583
Tile to tile reroof Building #10081,Closed-CC Issued,0,ePlan,,-81.9213141893773,26.53444401009404,2023-06-01,-81.921515607463,26.534561366832,25.950181761102783,3583
HVAC change out of line set,Closed-CC Issued,0,ePlan,,-81.9213141893773,26.53444401009404,2023-09-01,-81.921515607463,26.534561366832,25.950181761102783,3583
Reroof Residence about 40 SQ Architectural Shingle Roof System.,Closed-CC Issued,0,ePlan,,-81.88987664926813,26.56204324458232,2023-04-01,-81.889754557092,26.56224183519,25.95086934185985,22520
A/C SPLIT SYSTEM CHANGE OUT.   LIKE FOR LIKE,Closed-Withdrawn,0,ePlan,,-81.89896840643846,26.574755229275944,2022-08-01,-81.899143439549,26.574601232993,25.952472818587736,25742
Hurricane Ian Repairs,Closed-CC Issued,5,ePlan,,-81.89896840643846,26.574755229275944,2022-10-01,-81.899143439549,26.574601232993,25.952472818587736,25742
Final drawings for approval,Closed-Revision Approved,5,ePlan,,-81.89896840643846,26.574755229275944,2022-04-01,-81.899143439549,26.574601232993,25.952472818587736,25742
Replace split system,Closed-CC Issued,0,ePlan,,-81.93008753158675,26.52751356160307,2023-02-01,-81.930295179792,26.527407527556,25.954753069684106,16022
Re-Roof,Closed-CC Issued,0,ePlan,,-81.93008753158675,26.52751356160307,2023-04-01,-81.930295179792,26.527407527556,25.954753069684106,16022
Replace 125A meter and main disconnect with 125A meter main combo and upgrade grounding,Closed-CC Issued,0,ePlan,,-81.93008753158675,26.52751356160307,2023-04-01,-81.930295179792,26.527407527556,25.954753069684106,16022
